Plot Title: 20059287										
431	8/14/2017	3:00:00 PM	11.58	19.64						
432	8/14/2017	9:00:00 PM	12.48	19.42						
433	8/15/2017	3:00:00 AM	10.71	18.78						
434	8/15/2017	9:00:00 AM	9.57	18.38						
435	8/15/2017	3:00:00 PM	11.76	19.54						
436	8/15/2017	9:00:00 PM	11.67	19.12						
437	8/16/2017	3:00:00 AM	9.58	18.44						
438	8/16/2017	9:00:00 AM	8.9	18.2						
439	8/16/2017	3:00:00 PM	9.49	18						
440	8/16/2017	9:00:00 PM	10.01	17.82						
441	8/17/2017	3:00:00 AM	9.56	17.4						
442	8/17/2017	9:00:00 AM	9.03	17.12						
443	8/17/2017	3:00:00 PM	10.58	18.12						
444	8/17/2017	9:00:00 PM	11.23	18.1						
445	8/18/2017	3:00:00 AM	9.88	17.5						
446	8/18/2017	9:00:00 AM	9.53	17.12						
447	8/18/2017	3:00:00 PM	10.96	17.48						
448	8/18/2017	9:00:00 PM	10.56	17.08						
449	8/19/2017	3:00:00 AM	10.23	16.68						
450	8/19/2017	9:00:00 AM	9.57	16.46						
451	8/19/2017	3:00:00 PM	10.42	17.62						
452	8/19/2017	9:00:00 PM	11.36	18.02						
453	8/20/2017	3:00:00 AM	10.27	17.32						
454	8/20/2017	9:00:00 AM	9.77	16.82						
455	8/20/2017	3:00:00 PM	10.68	16.78						
456	8/20/2017	9:00:00 PM	11.29	16.54						
457	8/21/2017	3:00:00 AM	9.09	16.14						
458	8/21/2017	9:00:00 AM	8.99	15.84						
459	8/21/2017	3:00:00 PM	10.23	16.26						
460	8/21/2017	9:00:00 PM	11.28	16.44						
461	8/22/2017	3:00:00 AM	10.54	16.18						
462	8/22/2017	9:00:00 AM	10.29	16.14						
463	8/22/2017	3:00:00 PM	11.11	18.22						
464	8/22/2017	9:00:00 PM	11.41	16.88						
465	8/23/2017	3:00:00 AM	9.59	16.16						
466	8/23/2017	9:00:00 AM	9.07	15.88						
467	8/23/2017	3:00:00 PM	11.01	16.66						
468	8/23/2017	9:00:00 PM	11.29	16.64						
469	8/24/2017	3:00:00 AM	11.31	16.34						
470	8/24/2017	9:00:00 AM	11.23	16.12						
471	8/24/2017	3:00:00 PM	12.01	16.46						
472	8/24/2017	9:00:00 PM	12.23	16.5						
473	8/25/2017	3:00:00 AM	11.37	16.22						
474	8/25/2017	9:00:00 AM	10.22	15.92						
475	8/25/2017	3:00:00 PM	10.97	16.2						
476	8/25/2017	9:00:00 PM	11.57	16.56						
477	8/26/2017	3:00:00 AM	11.05	16.18						
478	8/26/2017	9:00:00 AM	10.16	15.84						
479	8/26/2017	3:00:00 PM	11.36	17.24						
480	8/26/2017	9:00:00 PM	11.97	16.64						
481	8/27/2017	3:00:00 AM	10.08	15.96						
482	8/27/2017	9:00:00 AM	9.67	15.54						
483	8/27/2017	3:00:00 PM	11.35	16.92						
484	8/27/2017	9:00:00 PM	12.55	17.3						
485	8/28/2017	3:00:00 AM	11.33	16.52						
486	8/28/2017	9:00:00 AM	11.03	16						
487	8/28/2017	3:00:00 PM	12.32	17.28						
488	8/28/2017	9:00:00 PM	13.2	16.88						
489	8/29/2017	3:00:00 AM	11.97	16.36						
490	8/29/2017	9:00:00 AM	10.63	15.78						
491	8/29/2017	3:00:00 PM	12	15.92						
492	8/29/2017	9:00:00 PM	12.04	16.3						
493	8/30/2017	3:00:00 AM	12.01	16.1						
494	8/30/2017	9:00:00 AM	11.41	15.88						
495	8/30/2017	3:00:00 PM	12.18	16.72						
496	8/30/2017	9:00:00 PM	12.15	16.42						
497	8/31/2017	3:00:00 AM	11.47	16.04						
498	8/31/2017	9:00:00 AM	10.53	15.6						
499	8/31/2017	3:00:00 PM	10.6	15.54						
500	8/31/2017	9:00:00 PM	10.94	15.46						
501	9/1/2017	3:00:00 AM	10	15.18						
502	9/1/2017	9:00:00 AM	9.51	14.98						
503	9/1/2017	3:00:00 PM	11.23	16.04						
504	9/1/2017	9:00:00 PM	11.38	15.6						
505	9/2/2017	3:00:00 AM	10.11	14.98						
506	9/2/2017	9:00:00 AM	9.67	14.56						
507	9/2/2017	3:00:00 PM	10.77	15.38						
508	9/2/2017	9:00:00 PM	11.87	15.54						
509	9/3/2017	3:00:00 AM	10.61	14.88						
510	9/3/2017	9:00:00 AM	10.02	14.32						
511	9/3/2017	3:00:00 PM	11.51	14.4						
512	9/3/2017	9:00:00 PM	11.14	14.2						
513	9/4/2017	3:00:00 AM	10.44	13.86						
514	9/4/2017	9:00:00 AM	9.79	13.58						
515	9/4/2017	3:00:00 PM	11.22	15.28						
516	9/4/2017	9:00:00 PM	11.79	15.32						
517	9/5/2017	3:00:00 AM	10.79	14.32						
518	9/5/2017	9:00:00 AM	10.42	13.9						
519	9/5/2017	3:00:00 PM	11.15	13.8						
520	9/5/2017	9:00:00 PM	10.74	13.2						
521	9/6/2017	3:00:00 AM	10.12	13.08						
522	9/6/2017	9:00:00 AM	9.3	12.98						
523	9/6/2017	3:00:00 PM	10.37	13.58						
524	9/6/2017	9:00:00 PM	10.8	13.54						
525	9/7/2017	3:00:00 AM	10.14	13.14						
526	9/7/2017	9:00:00 AM	10.28	12.82						
527	9/7/2017	3:00:00 PM	10.91	13.12						
528	9/7/2017	9:00:00 PM	10.66	13.34						
529	9/8/2017	3:00:00 AM	10.4	13						
530	9/8/2017	9:00:00 AM	9.95	12.68						
531	9/8/2017	3:00:00 PM	11.31	13.96						
532	9/8/2017	9:00:00 PM	11.61	14.02						
533	9/9/2017	3:00:00 AM	11.53	13.48						
534	9/9/2017	9:00:00 AM	10.48	13.16						
535	9/9/2017	3:00:00 PM	11.63	13.82						
536	9/9/2017	9:00:00 PM	12.78	14.12						
537	9/10/2017	3:00:00 AM	11.23	13.38						
538	9/10/2017	9:00:00 AM	10.43	13.14						
539	9/10/2017	3:00:00 PM	11.97	13.94						
540	9/10/2017	9:00:00 PM	13.02	13.94						
541	9/11/2017	3:00:00 AM	12.01	13.44						
542	9/11/2017	9:00:00 AM	11.07	13.24						
543	9/11/2017	3:00:00 PM	12.27	14.08						
544	9/11/2017	9:00:00 PM	12.46	13.78						
545	9/12/2017	3:00:00 AM	11.41	13.14						
546	9/12/2017	9:00:00 AM	10.96	12.64						
547	9/12/2017	3:00:00 PM	12.35	13.68						
548	9/12/2017	9:00:00 PM	11.94	13.52						
549	9/13/2017	3:00:00 AM	11.59	13.3						
550	9/13/2017	9:00:00 AM	11.55	13.08						
551	9/13/2017	3:00:00 PM	13.04	13.46						
552	9/13/2017	9:00:00 PM	13.15	13.52						
553	9/14/2017	3:00:00 AM	12.78	13.26						
554	9/14/2017	9:00:00 AM	11.8	13.02						
555	9/14/2017	3:00:00 PM	12.64	13.22						
556	9/14/2017	9:00:00 PM	12.91	13.16						
557	9/15/2017	3:00:00 AM	12.2	12.92						
558	9/15/2017	9:00:00 AM	11.95	12.7						
559	9/15/2017	3:00:00 PM	12.53	13.48						
560	9/15/2017	9:00:00 PM	12.74	13.6						
561	9/16/2017	3:00:00 AM	12.47	13.16						
562	9/16/2017	9:00:00 AM	11.62	12.8						
563	9/16/2017	3:00:00 PM	12.89	13.18						
564	9/16/2017	9:00:00 PM	13.33	13.1						
565	9/17/2017	3:00:00 AM	12.46	12.76						
566	9/17/2017	9:00:00 AM	11.8	12.5						
567	9/17/2017	3:00:00 PM	12.43	13.32						
568	9/17/2017	9:00:00 PM	13.52	13.22						
569	9/18/2017	3:00:00 AM	12.33	12.82						
570	9/18/2017	9:00:00 AM	11.38	12.56						
571	9/18/2017	3:00:00 PM	12.51	12.84						
572	9/18/2017	9:00:00 PM	12.8	12.92						
573	9/19/2017	3:00:00 AM	12.08	12.62						
574	9/19/2017	9:00:00 AM	11.44	12.36						
575	9/19/2017	3:00:00 PM	12.17	13.3						
576	9/19/2017	9:00:00 PM	12.71	12.98						
577	9/20/2017	3:00:00 AM	11.6	12.22						
578	9/20/2017	9:00:00 AM	10.97	11.76						
579	9/20/2017	3:00:00 PM	12.39	12.44						
580	9/20/2017	9:00:00 PM	12.73	12.54						
581	9/21/2017	3:00:00 AM	12.59	12.14						
582	9/21/2017	9:00:00 AM	12.32	11.88						
583	9/21/2017	3:00:00 PM	12.77	11.74						
584	9/21/2017	9:00:00 PM	13.1	11.84						
585	9/22/2017	3:00:00 AM	12.35	11.72						
586	9/22/2017	9:00:00 AM	11.27	11.56						
587	9/22/2017	3:00:00 PM	11.85	11.7						
588	9/22/2017	9:00:00 PM	12.21	11.82						
589	9/23/2017	3:00:00 AM	12.3	11.76						
590	9/23/2017	9:00:00 AM	11.89	11.62						
591	9/23/2017	3:00:00 PM	12.45	11.66						
592	9/23/2017	9:00:00 PM	12.31	11.58						
593	9/24/2017	3:00:00 AM	12.11	11.42						
594	9/24/2017	9:00:00 AM	11.76	11.26						
595	9/24/2017	3:00:00 PM	12.32	11.62						
596	9/24/2017	9:00:00 PM	12.72	11.88						
597	9/25/2017	3:00:00 AM	12.61	11.62						
598	9/25/2017	9:00:00 AM	12.16	11.38						
599	9/25/2017	3:00:00 PM	12.67	11.78						
600	9/25/2017	9:00:00 PM	13.66	11.86						
601	9/26/2017	3:00:00 AM	13.39	11.56						
602	9/26/2017	9:00:00 AM	12.44	11						
603	9/26/2017	3:00:00 PM	12.96	11.62						
604	9/26/2017	9:00:00 PM	13.33	11.6						
605	9/27/2017	3:00:00 AM	13.04	11.4						
606	9/27/2017	9:00:00 AM	13.46	11.2						
607	9/27/2017	3:00:00 PM	14.18	11.54						
608	9/27/2017	9:00:00 PM	14.13	11.58						
609	9/28/2017	3:00:00 AM	13.85	11.36						
610	9/28/2017	9:00:00 AM	13.44	11.08						
611	9/28/2017	3:00:00 PM	13.29	11.42						
612	9/28/2017	9:00:00 PM	13.18	11.6						
613	9/29/2017	3:00:00 AM	13.26	11.38						
614	9/29/2017	9:00:00 AM	13.08	11.18						
615	9/29/2017	3:00:00 PM	13.76	11.74						
616	9/29/2017	9:00:00 PM	13.74	11.7						
617	9/30/2017	3:00:00 AM	12.86	11.28						
618	9/30/2017	9:00:00 AM	12.49	10.74						
619	9/30/2017	3:00:00 PM	13.22	11.38						
620	9/30/2017	9:00:00 PM	13.51	11.18						
621	10/1/2017	3:00:00 AM	13.01	10.5						
622	10/1/2017	9:00:00 AM	12.57	9.82						
623	10/1/2017	3:00:00 PM	13.31	10.26						
624	10/1/2017	9:00:00 PM	13.49	10.22						
625	10/2/2017	3:00:00 AM	13.38	10.1						
626	10/2/2017	9:00:00 AM	13.08	9.92						
627	10/2/2017	3:00:00 PM	13.75	10.16						
628	10/2/2017	9:00:00 PM	13.65	10.16						
629	10/3/2017	3:00:00 AM	13.13	9.98						
630	10/3/2017	9:00:00 AM	12.95	9.82						
631	10/3/2017	3:00:00 PM	13.58	10.18						
632	10/3/2017	9:00:00 PM	13.81	10.36						
633	10/4/2017	3:00:00 AM	13.55	10.26						
634	10/4/2017	9:00:00 AM	13.05	10.14						
635	10/4/2017	3:00:00 PM	13.19	10.48						
636	10/4/2017	9:00:00 PM	13.26	10.38						
637	10/5/2017	3:00:00 AM	12.78	10.04						
638	10/5/2017	9:00:00 AM	12.23	9.84						
639	10/5/2017	3:00:00 PM	12.55	9.98						
640	10/5/2017	9:00:00 PM	12.56	9.94						
641	10/6/2017	3:00:00 AM	13.19	9.74						
642	10/6/2017	9:00:00 AM	13.07	9.6						
643	10/6/2017	3:00:00 PM	13.48	10.14						
644	10/6/2017	9:00:00 PM	14	10						
645	10/7/2017	3:00:00 AM	13.2	9.5						
646	10/7/2017	9:00:00 AM	12.73	8.92						
647	10/7/2017	3:00:00 PM	13.19	9.5						
648	10/7/2017	9:00:00 PM	13.38	9.38						
649	10/8/2017	3:00:00 AM	12.96	9.12						
650	10/8/2017	9:00:00 AM	12.48	8.86						
651	10/8/2017	3:00:00 PM	12.74	9.1						
652	10/8/2017	9:00:00 PM	12.61	8.98						
653	10/9/2017	3:00:00 AM	12.44	8.8						
654	10/9/2017	9:00:00 AM	12.03	8.54						
655	10/9/2017	3:00:00 PM	12.71	9.02						
656	10/9/2017	9:00:00 PM	13.04	8.78						
657	10/10/2017	3:00:00 AM	12.93	8.36						
658	10/10/2017	9:00:00 AM	12.93	8.1						
659	10/10/2017	3:00:00 PM	13.22	8.64						
660	10/10/2017	9:00:00 PM	13.02	8.54						
661	10/11/2017	3:00:00 AM	12.36	8.24						
662	10/11/2017	9:00:00 AM	12.08	8.24						
663	10/11/2017	3:00:00 PM	12.7	8.52						
664	10/11/2017	9:00:00 PM	13	8.32						
665	10/12/2017	3:00:00 AM	12.72	8.2						
666	10/12/2017	9:00:00 AM	12.41	7.96						
667	10/12/2017	3:00:00 PM	12.62	8.1						
668	10/12/2017	9:00:00 PM	12.97	8.02						
669	10/13/2017	3:00:00 AM	12.49	7.98						
670	10/13/2017	9:00:00 AM	12.15	7.88						
671	10/13/2017	3:00:00 PM	12.54	8.16						
672	10/13/2017	9:00:00 PM	12.96	7.96						
673	10/14/2017	3:00:00 AM	12.72	7.4						
674	10/14/2017	9:00:00 AM	12.31	6.88						
675	10/14/2017	3:00:00 PM	12.81	7.1						
676	10/14/2017	9:00:00 PM	13.56	7.04						
677	10/15/2017	3:00:00 AM	13.13	6.6						
678	10/15/2017	9:00:00 AM	12.76	6.06						
679	10/15/2017	3:00:00 PM	13.57	6.32						
680	10/15/2017	9:00:00 PM	13.39	6.14						
681	10/16/2017	3:00:00 AM	13.38	5.66						
682	10/16/2017	9:00:00 AM	13.2	5.26						
683	10/16/2017	3:00:00 PM	13.68	5.84						
684	10/16/2017	9:00:00 PM	14.11	5.46						
685	10/17/2017	3:00:00 AM	13.3	5.12						
686	10/17/2017	9:00:00 AM	12.9	4.64						
687	10/17/2017	3:00:00 PM	13.65	4.98						
688	10/17/2017	9:00:00 PM	14.52	4.62						
689	10/18/2017	3:00:00 AM	14.12	4.38						
690	10/18/2017	9:00:00 AM	13.13	4.08						
691	10/18/2017	3:00:00 PM	13.64	4.46						
692	10/18/2017	9:00:00 PM	14.47	4.28						
693	10/19/2017	3:00:00 AM	13.56	3.6						
694	10/19/2017	9:00:00 AM	13.3	3.1						
695	10/19/2017	3:00:00 PM	13.76	3.58						
696	10/19/2017	9:00:00 PM	13.62	3.04						
697	10/20/2017	3:00:00 AM	13.51	2.48						
698	10/20/2017	9:00:00 AM	13.52	2.68						
699	10/20/2017	3:00:00 PM	13.87	3.08						
700	10/20/2017	9:00:00 PM	14.11	3.12						
701	10/21/2017	3:00:00 AM	14.22	3.22						
702	10/21/2017	9:00:00 AM	14.29	3.22						
703	10/21/2017	3:00:00 PM	14.66	3.42						
704	10/21/2017	9:00:00 PM	14.79	3.5						
705	10/22/2017	3:00:00 AM	14.77	3.54						
706	10/22/2017	9:00:00 AM	14.75	3.64						
707	10/22/2017	3:00:00 PM	14.97	3.76						
708	10/22/2017	9:00:00 PM	14.95	3.72						
709	10/23/2017	3:00:00 AM	14.71	3.6						
710	10/23/2017	9:00:00 AM	14.72	3.54						
711	10/23/2017	3:00:00 PM	15	3.46						
712	10/23/2017	9:00:00 PM	14.88	3.36						
713	10/24/2017	3:00:00 AM	14.6	3.36						
714	10/24/2017	9:00:00 AM	14.34	3.38						
715	10/24/2017	3:00:00 PM	14.6	3.34						
716	10/24/2017	9:00:00 PM	14.5	3.34						
717	10/25/2017	3:00:00 AM	14.45	3.34						
718	10/25/2017	9:00:00 AM	14.42	3.22						
719	10/25/2017	3:00:00 PM	14.99	3.38						
720	10/25/2017	9:00:00 PM	15.26	3.44						
721	10/26/2017	3:00:00 AM	15.05	3.44						
722	10/26/2017	9:00:00 AM	15.06	3.34						
723	10/26/2017	3:00:00 PM	15.12	3.44						
724	10/26/2017	9:00:00 PM	14.89	3.42						
725	10/27/2017	3:00:00 AM	14.72	3.4						
726	10/27/2017	9:00:00 AM	14.67	3.36						
727	10/27/2017	3:00:00 PM	15.27	2.98						
728	10/27/2017	9:00:00 PM	15.17	2.6						
729	10/28/2017	3:00:00 AM	15.41	3.64						
730	10/28/2017	9:00:00 AM	15.25	3.46						
731	10/28/2017	3:00:00 PM	16	3.8						
732	10/28/2017	9:00:00 PM	16.11	3.88						
733	10/29/2017	3:00:00 AM	15.8	3.86						
734	10/29/2017	9:00:00 AM	15.62	3.78						
735	10/29/2017	3:00:00 PM	15.83	3.44						
736	10/29/2017	9:00:00 PM	15.99	3.7						
737	10/30/2017	3:00:00 AM	15.55	3.64						
738	10/30/2017	9:00:00 AM	15.27	3.38						
739	10/30/2017	3:00:00 PM	15.6	3.48						
740	10/30/2017	9:00:00 PM	15.84	3.58						
741	10/31/2017	3:00:00 AM	15.38	3.9						
742	10/31/2017	9:00:00 AM	15.14	3.84						
743	10/31/2017	3:00:00 PM	15.27	3.28						
744	10/31/2017	9:00:00 PM	15.7	3.86						
745	11/1/2017	3:00:00 AM	14.98	3.28						
746	11/1/2017	9:00:00 AM	15.19	3.84						
747	11/1/2017	3:00:00 PM	15.57	3.38						
748	11/1/2017	9:00:00 PM	15.85	3.64						
749	11/2/2017	3:00:00 AM	15.14	3.24						
750	11/2/2017	9:00:00 AM	15.44	3.72						
751	11/2/2017	3:00:00 PM	15.9	3.84						
752	11/2/2017	9:00:00 PM	15.81	3.82						
753	11/3/2017	3:00:00 AM	15.34	3.28						
754	11/3/2017	9:00:00 AM	15.14	3.84						
755	11/3/2017	3:00:00 PM	15.14	3.98						
756	11/3/2017	9:00:00 PM	15.17	4						
757	11/4/2017	3:00:00 AM	15	3.66						
758	11/4/2017	9:00:00 AM	14.79	3.82						
759	11/4/2017	3:00:00 PM	15	2.92						
760	11/4/2017	9:00:00 PM	15.43	3.96						
761	11/5/2017	3:00:00 AM	15.48	4.18						
762	11/5/2017	9:00:00 AM	15.56	3.88						
763	11/5/2017	3:00:00 PM	15.38	3.88						
764	11/5/2017	9:00:00 PM	15.2	3.82						
765	11/6/2017	3:00:00 AM	15.14	3.8						
766	11/6/2017	9:00:00 AM	15.07	3.7						
767	11/6/2017	3:00:00 PM	15.38	3.7						
768	11/6/2017	9:00:00 PM	15.07	3.62						
769	11/7/2017	3:00:00 AM	15.18	3.64						
770	11/7/2017	9:00:00 AM	15.38	3.74						
771	11/7/2017	3:00:00 PM	15.87	3.86						
772	11/7/2017	9:00:00 PM	15.51	3.84						
773	11/8/2017	3:00:00 AM	15.35	3.76						
774	11/8/2017	9:00:00 AM	15.22	3.64						
775	11/8/2017	3:00:00 PM	15.52	3.68						
776	11/8/2017	9:00:00 PM	15.3	3.74						
777	11/9/2017	3:00:00 AM	15.23	3.68						
778	11/9/2017	9:00:00 AM	15.18	3.68						
779	11/9/2017	3:00:00 PM	15.34	3.56						
780	11/9/2017	9:00:00 PM	15.21	3.6						
781	11/10/2017	3:00:00 AM	15.21	3.6						
782	11/10/2017	9:00:00 AM	15.18	3.64						
783	11/10/2017	3:00:00 PM	15.31	3.52						
784	11/10/2017	9:00:00 PM	15.24	3.5						
785	11/11/2017	3:00:00 AM	15.18	3.52						
786	11/11/2017	9:00:00 AM	15.09	3.54						
787	11/11/2017	3:00:00 PM	15.18	3.56						
788	11/11/2017	9:00:00 PM	14.93	3.66						
789	11/12/2017	3:00:00 AM	14.9	3.72						
790	11/12/2017	9:00:00 AM	14.89	3.74						
791	11/12/2017	3:00:00 PM	15.08	3.74						
792	11/12/2017	9:00:00 PM	15.05	3.78						
793	11/13/2017	3:00:00 AM	15.09	3.78						
794	11/13/2017	9:00:00 AM	15.05	3.84						
795	11/13/2017	3:00:00 PM	15.2	3.8						
796	11/13/2017	9:00:00 PM	15.14	3.74						
797	11/14/2017	3:00:00 AM	15.1	3.72						
798	11/14/2017	9:00:00 AM	15.21	3.62						
799	11/14/2017	3:00:00 PM	15.31	3.6						
800	11/14/2017	9:00:00 PM	15.14	3.62						
801	11/15/2017	3:00:00 AM	15.09	3.64						
802	11/15/2017	9:00:00 AM	15.1	3.64						
803	11/15/2017	3:00:00 PM	15.17	3.72						
804	11/15/2017	9:00:00 PM	15.09	3.74						
805	11/16/2017	3:00:00 AM	15.09	3.76						
806	11/16/2017	9:00:00 AM	15.13	3.74						
807	11/16/2017	3:00:00 PM	15.29	3.68						
808	11/16/2017	9:00:00 PM	15.32	3.64						
809	11/17/2017	3:00:00 AM	15.3	3.58						
810	11/17/2017	9:00:00 AM	15.32	3.54						
811	11/17/2017	3:00:00 PM	15.33	3.5						
812	11/17/2017	9:00:00 PM	15.26	3.46						
813	11/18/2017	3:00:00 AM	15.31	3.42						
814	11/18/2017	9:00:00 AM	15.32	3.42						
815	11/18/2017	3:00:00 PM	15.42	3.36						
816	11/18/2017	9:00:00 PM	15.31	3.36						
817	11/19/2017	3:00:00 AM	15.41	3.32						
818	11/19/2017	9:00:00 AM	15.46	3.34						
819	11/19/2017	3:00:00 PM	15.46	3.3						
820	11/19/2017	9:00:00 PM	15.42	3.28						
821	11/20/2017	3:00:00 AM	15.46	3.24						
822	11/20/2017	9:00:00 AM	15.47	3.18						
823	11/20/2017	3:00:00 PM	15.39	3.18						
824	11/20/2017	9:00:00 PM	15.35	3.12						
825	11/21/2017	3:00:00 AM	15.45	3.08						
826	11/21/2017	9:00:00 AM	15.39	3.06						
827	11/21/2017	3:00:00 PM	15.32	3.1						
828	11/21/2017	9:00:00 PM	15.36	3.06						
829	11/22/2017	3:00:00 AM	15.41	2.98						
830	11/22/2017	9:00:00 AM	15.51	2.9						
831	11/22/2017	3:00:00 PM	15.51	2.86						
832	11/22/2017	9:00:00 PM	15.46	2.86						
833	11/23/2017	3:00:00 AM	15.52	2.84						
834	11/23/2017	9:00:00 AM	15.55	2.82						
835	11/23/2017	3:00:00 PM	15.54	2.8						
836	11/23/2017	9:00:00 PM	15.56	2.74						
837	11/24/2017	3:00:00 AM	15.35	2.78						
838	11/24/2017	9:00:00 AM	15.25	2.8						
839	11/24/2017	3:00:00 PM	15.37	2.68						
840	11/24/2017	9:00:00 PM	15.27	2.7						
841	11/25/2017	3:00:00 AM	15.34	2.66						
842	11/25/2017	9:00:00 AM	15.37	2.66						
843	11/25/2017	3:00:00 PM	15.39	2.7						
844	11/25/2017	9:00:00 PM	15.31	2.68						
845	11/26/2017	3:00:00 AM	15.35	2.7						
846	11/26/2017	9:00:00 AM	15.41	2.68						
847	11/26/2017	3:00:00 PM	-888.88	-888.88	Logged					
848	11/26/2017	9:00:00 PM	-888.88	-888.88						
849	11/27/2017	3:00:00 AM	-888.88	-888.88						
850	11/27/2017	9:00:00 AM	-888.88	-888.88						
851	11/27/2017	3:00:00 PM	-888.88	-888.88						
852	11/27/2017	9:00:00 PM	-888.88	-888.88						
853	11/28/2017	3:00:00 AM	-888.88	-888.88						
854	11/28/2017	9:00:00 AM	-888.88	-888.88						
855	11/28/2017	3:00:00 PM	-888.88	-888.88						
856	11/28/2017	9:00:00 PM	-888.88	-888.88						
857	11/29/2017	3:00:00 AM	-888.88	-888.88						
858	11/29/2017	9:00:00 AM	-888.88	-888.88						
859	11/29/2017	1:20:16 PM				Logged				
860	11/29/2017	1:20:25 PM					Logged			
861	11/29/2017	1:54:40 PM				Logged				
862	11/29/2017	1:55:00 PM						Logged		
863	11/29/2017	1:55:03 PM							Logged	Logged
